titel,fkz,titel_name,hauptgruppe,hauptgruppe_name,ansatz_2025,ansatz_2026,ansatz_2027,ist_2024,einzelplan,ministerium,kapitel,kapitel_name,seite_pdf,quelle_pdf
63303,127,Erstattungen an Gemeinden und Gemeindeverbände,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,119,ep_04.pdf
67101,141,Erstattung der Fahrt- und Unterkunftskosten für,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,120,ep_04.pdf
68503,141,Zuschüsse zu Fahrt- und Unterkunftskosten für,6,Ausgaben – Zuweisungen/Zuschüsse,,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,120,ep_04.pdf
68505,253,Förderung von Maßnahmen der beruflichen Bildung,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,120,ep_04.pdf
68601,253,Sonstige Zuschüsse für laufende Zwecke im Inland,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,120,ep_04.pdf
68701,253,Zuschüsse für laufende Zwecke im Ausland,6,Ausgaben – Zuweisungen/Zuschüsse,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0413,Berufsbildende Schulen,120,ep_04.pdf
11111,127,"Verwaltungseinnahmen, sonstige Entgelte",1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,305.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
11901,127,Sonstige Verwaltungseinnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
11906,127,Einnahmen aus anderen privaten Mitbenutzungen,1,Einnahmen – Verwaltungseinnahmen,100.0,100.0,100.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
11921,127,Einnahmen für Unterkunft,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
11941,127,Rückzahlung von Überzahlungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,1081.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
11951,127,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
12401,127,Einnahmen aus Vermietung und Verpachtung,1,Einnahmen – Verwaltungseinnahmen,100.0,100.0,100.0,266.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
12402,127,Einnahmen aus Vermietung und Verpachtung von,1,Einnahmen – Verwaltungseinnahmen,1000.0,1000.0,1000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
28201,127,Zweckgebundene Zuschüsse,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,5662.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",122,ep_04.pdf
42201,127,Bezüge und Nebenleistungen der Beamten und Richter,4,Ausgaben – Personal,733600.0,781200.0,804300.0,617620.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",123,ep_04.pdf
42701,127,Beschäftigungsentgelte für Vertretungs- und Aushilfskräfte,4,Ausgaben – Personal,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",123,ep_04.pdf
42729,127,Entschädigungen für nebenamtliche/nebenberufliche,4,Ausgaben – Personal,1000.0,1000.0,1000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",123,ep_04.pdf
42801,127,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,2309300.0,2459200.0,2532000.0,2206932.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",123,ep_04.pdf
51101,127,Geschäftsbedarf und Kommunikation sowie Gerä.te,5,Ausgaben – Sachmittel,53000.0,53000.0,53000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",123,ep_04.pdf
51401,127,"Verbrauchsmittel, Haltung von Dienstfahrzeugen",5,Ausgaben – Sachmittel,7000.0,8000.0,8000.0,6968.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
51701,127,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5,Ausgaben – Sachmittel,760000.0,720000.0,720000.0,609902.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
51801,127,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,83000.0,78000.0,78000.0,3693.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52501,127,Lehr- und Lernmittel,5,Ausgaben – Sachmittel,35000.0,35000.0,35000.0,34920.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52502,127,Sachaufwand für Fortbildung,5,Ausgaben – Sachmittel,9500.0,9500.0,9500.0,9090.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52601,127,Gerichts- und ähnliche Kosten,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52602,127,Kosten für Sachverständige,5,Ausgaben – Sachmittel,0.0,150000.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52701,127,Dienstreisen,5,Ausgaben – Sachmittel,2500.0,3500.0,3500.0,3197.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52702,127,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
52705,127,Reisekosten für Lernen am anderen Ort,5,Ausgaben – Sachmittel,600.0,1000.0,1000.0,2069.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53101,127,"Öffentlichkeitsarbeit, Dokumentationen und",5,Ausgaben – Sachmittel,8000.0,10000.0,10000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53201,127,"Einrichtung der Unterkünfte, Spinnstoffe",5,Ausgaben – Sachmittel,14000.0,14000.0,14000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53301,127,Ausgaben aus zweckgebundenen Zuschüssen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,5652.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53701,127,Umzugs- und Beförderungskosten,5,Ausgaben – Sachmittel,10000.0,10000.0,10000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53702,127,Ausgaben für den Umzug und die Verlegung von,5,Ausgaben – Sachmittel,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53801,127,Sonstige Dienstleistungen und Gestattungen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
53901,127,"Mitgliedsbeiträge an Vereine, Verbände, Gesellsc.haften",5,Ausgaben – Sachmittel,1400.0,1400.0,1400.0,1237.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
54202,127,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,5000.0,0.0,5000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
54701,127,Vermischter Sachaufwand,5,Ausgaben – Sachmittel,100.0,200.0,200.0,44.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",124,ep_04.pdf
81101,127,Erwerb von Kraftfahrzeugen,8,Ausgaben – Investitionen,0.0,0.0,0.0,56809.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",125,ep_04.pdf
81202,127,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,48000.0,78000.0,48000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",125,ep_04.pdf
98101,891,Abführung an andere Kapitel des Landeshaushaltes,9,Ausgaben – Besondere Finanzierungsausgaben,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0414,"Staatliche Fachschule für Bau, Wirtschaft und Verkehr",125,ep_04.pdf
11111,114,"Verwaltungseinnahmen, sonstige Entgelte",1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
11921,114,Einnahmen für Unterkunft,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
11941,114,Rückzahlung von Überzahlungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
11951,114,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,400.0,300.0,300.0,35.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
12401,114,Einnahmen aus Vermietung und Verpachtung,1,Einnahmen – Verwaltungseinnahmen,40000.0,41600.0,41600.0,39412.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
28201,114,Zweckgebundene Zuschüsse,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,127,ep_04.pdf
42201,114,Bezüge und Nebenleistungen der Beamten und Richter,4,Ausgaben – Personal,574600.0,611900.0,630000.0,552745.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
42701,114,Beschäftigungsentgelte für Vertretungs- und Aushilfskräfte,4,Ausgaben – Personal,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
42729,114,Entschädigungen für nebenamtliche/nebenberufl.iche,4,Ausgaben – Personal,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
42801,114,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,246200.0,262200.0,270000.0,230747.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
51101,114,Geschäftsbedarf und Kommunikation sowie Gerä.te,5,Ausgaben – Sachmittel,14000.0,14000.0,14000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
51401,114,"Verbrauchsmittel, Haltung von Dienstfahrzeugen",5,Ausgaben – Sachmittel,400.0,400.0,400.0,368.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
51701,011,"Bewirtschaftung der Grundstücke, Gebäude und .Räume",5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
51801,114,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,5000.0,5000.0,5000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,128,ep_04.pdf
52501,114,Lehr- und Lernmittel,5,Ausgaben – Sachmittel,9000.0,9000.0,9000.0,3194.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52502,114,Sachaufwand für Fortbildung,5,Ausgaben – Sachmittel,1000.0,1000.0,1000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52601,114,Gerichts- und ähnliche Kosten,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52602,114,Kosten für Sachverständige,5,Ausgaben – Sachmittel,3000.0,3000.0,3000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52701,114,Dienstreisen,5,Ausgaben – Sachmittel,3000.0,3500.0,3500.0,454.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52702,114,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
52705,114,Reisekosten für Lernen am anderen Ort,5,Ausgaben – Sachmittel,2000.0,2000.0,2000.0,1056.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
53101,114,"Öffentlichkeitsarbeit, Dokumentationen und",5,Ausgaben – Sachmittel,1200.0,1200.0,1400.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
53201,114,"Einrichtung der Unterkünfte, Spinnstoffe",5,Ausgaben – Sachmittel,10000.0,10000.0,10000.0,3194.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
53301,114,Ausgaben aus zweckgebundenen Zuschüssen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
53901,114,"Mitgliedsbeiträge an Vereine, Verbände, Gesellschaften",5,Ausgaben – Sachmittel,100.0,100.0,100.0,45.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
54202,114,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
54701,114,Vermischter Sachaufwand,5,Ausgaben – Sachmittel,1000.0,1000.0,1000.0,174.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
81202,114,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,10000.0,5000.0,3000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0417,Thüringenkolleg,129,ep_04.pdf
11101,154,Verwaltungseinnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
11906,154,Einnahmen aus anderen privaten Mitbenutzungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
11941,154,Rückzahlung von Überzahlungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
11946,154,Ersatzleistungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
11951,154,Vermischte Einnahmen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
12401,154,Einnahmen aus Vermietung und Verpachtung,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
28201,154,Zweckgebundene Zuschüsse,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,131,ep_04.pdf
42201,154,Bezüge und Nebenleistungen der Beamten und Richter,4,Ausgaben – Personal,5187800.0,5524600.0,5688200.0,8097598.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
42701,154,Beschäftigungsentgelte für Vertretungs- und Aus.hilfskräfte,4,Ausgaben – Personal,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
42801,154,Entgelte der Arbeitnehmer,4,Ausgaben – Personal,691600.0,736500.0,758300.0,801128.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
45301,154,"Trennungsgeld abgeordneter, versetzter oder ein.gestellter",4,Ausgaben – Personal,1000.0,1000.0,1000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
51101,154,Geschäftsbedarf und Kommunikation sowie Gerä.te,5,Ausgaben – Sachmittel,92000.0,142000.0,142000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
51701,154,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5,Ausgaben – Sachmittel,650000.0,650000.0,650000.0,22820.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,132,ep_04.pdf
51801,154,"Mieten und Pachten für Grundstücke, Gebäude und Geräte",5,Ausgaben – Sachmittel,590000.0,600000.0,600000.0,33294.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
51902,154,Unterhaltung der Grundstücke und baulichen An.lagen im,5,Ausgaben – Sachmittel,50000.0,60000.0,60000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52501,154,Lehr- und Lernmittel,5,Ausgaben – Sachmittel,95000.0,95000.0,95000.0,45839.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52502,154,Sachaufwand für Fortbildung,5,Ausgaben – Sachmittel,3000.0,25000.0,25000.0,1787.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52601,154,Gerichts- und ähnliche Kosten,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52602,154,Kosten für Sachverständige,5,Ausgaben – Sachmittel,0.0,0.0,0.0,9710.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52701,154,Dienstreisen,5,Ausgaben – Sachmittel,260000.0,450000.0,500000.0,265813.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52702,154,Dienstreisen (Ausland),5,Ausgaben – Sachmittel,0.0,10000.0,10000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
52705,154,Reisekosten für Lernen am anderen Ort,5,Ausgaben – Sachmittel,45000.0,45000.0,45000.0,47033.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
53301,154,Ausgaben aus zweckgebundenen Zuschüssen,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
53701,154,Umzugs- und Beförderungskosten,5,Ausgaben – Sachmittel,0.0,6000.0,6000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
53702,154,Ausgaben für den Umzug und die Verlegung von,5,Ausgaben – Sachmittel,0.0,20000.0,20000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
53801,154,Sachaufwand für Dienstleistungen zur Errichtung. von drei,5,Ausgaben – Sachmittel,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
54202,154,Abführung der Umsatzsteuer an das Finanzamt,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
54701,154,Vermischter Sachaufwand,5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,133,ep_04.pdf
81202,154,"Erwerb von Geräten, Ausstattungs- und",8,Ausgaben – Investitionen,500000.0,550000.0,550000.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,134,ep_04.pdf
98101,891,Abführung an andere Kapitel des Landeshaushaltes,9,Ausgaben – Besondere Finanzierungsausgaben,0.0,0.0,0.0,371072.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,134,ep_04.pdf
42261,129,Anwärterbezüge der Beamten auf Widerruf im,4,Ausgaben – Personal,19763300.0,20373800.0,20977100.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,135,ep_04.pdf
45361,154,Trennungsgeld und Umzugskostenvergütungen w.ährend,4,Ausgaben – Personal,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,135,ep_04.pdf
52561,154,Sachaufwand für Ausbildung,5,Ausgaben – Sachmittel,600.0,60000.0,60000.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,135,ep_04.pdf
52761,154,Reisen während der Ausbildung,5,Ausgaben – Sachmittel,155000.0,300000.0,300000.0,174055.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,135,ep_04.pdf
11921,155,Einnahmen für Unterkunft,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,137,ep_04.pdf
11922,155,Einnahmen für Verpflegung,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,137,ep_04.pdf
11931,155,Einnahmen aus Veröffentlichungen,1,Einnahmen – Verwaltungseinnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,137,ep_04.pdf
11162,155,Verwaltungseinnahmen,1,Einnahmen – Verwaltungseinnahmen,2500.0,2500.0,2500.0,2100.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
27162,155,Erstattungen von der EU,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
28262,155,Sonstige Zuschüsse aus dem Inland,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
28762,155,Sonstige Zuschüsse aus dem Ausland,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
38162,891,Zuführungen aus anderen Einzelplänen,3,Einnahmen – Schuldenaufnahmen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
23183,129,Sonstige Zuweisungen vom Bund,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
27183,129,Erstattungen von der EU,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
27283,129,Sonstige Zuschüsse von der EU,2,Einnahmen – Zuweisungen,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,138,ep_04.pdf
42729,155,Entschädigungen für nebenamtliche/nebenberufl.iche,4,Ausgaben – Personal,0.0,0.0,0.0,,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,139,ep_04.pdf
51401,155,"Verbrauchsmittel, Haltung von Dienstfahrzeugen",5,Ausgaben – Sachmittel,10000.0,10000.0,10000.0,6526.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,140,ep_04.pdf
51402,155,"Lebensmittel, Zutaten",5,Ausgaben – Sachmittel,0.0,0.0,0.0,0.0,04,"Ministerium für Bildung, Wissenschaft und Kultur",0420,Staatliches Studienseminar,140,ep_04.pdf
